,deu,nds
19926,1911 besiegte er den Schachweltmeister Emanuel Lasker in einem Simultanspiel.,1911 hett he den Schachweltmeester Emanuel Lasker in en Simultanspeel besiegt.
18985,"Er arbeitet regelmäßig unter dem Regisseur John Sayles, den er seit seiner Schulzeit kennt.","He arbeit regelmatig för den Speelbaas John Sayles, den he al siet de Schooltiet kennt."
16885,"Er ging aus dem Zimmer, als ich hereinkam.",He güng rut ’e Kamer as ik rinkeem.
11405,"Mir egal, welche du aussuchst.","Mi egaal, wat för welk du utsöchst."
16109,In meinem Kopf hat es gerade noch Sinn gemacht!,In mien Kopp hett dat jüst noch Sinn maakt!
2349,Dieser Stuhl ist für mich zu niedrig.,Disse Stohl is to sied för mi.
36833,"Der Adler im Wappen erinnert an das Häuptlingsgeschlecht der Tom Brok, welches bis in das Jahr 1420 Ortsherr war.","De Aadler in dat Wappen erinnert an dat Hööftlingsgeslecht vun de tom Brok, dat bet in dat Jahr 1420 Oortsherr weer."
14964,Außer seinen Eltern kennt ihn niemand richtig.,Buten sien Öllern kennt em nüms goot.
12623,Wie lange bist du hier gewesen?,Wo lang büst du hier wesen?
12706,Ich kann den Lärm nicht aushalten.,Ik kann den Larm nich uthollen.
15676,Ich pflege Bier zu trinken.,He pleeg Beer to drinken.
6165,Ich möchte nächste Woche meinen Freund besuchen.,Ik will toern Week mien Fründ besöken.
32203,"Es ist nicht die Art von Spaß, die ich wirklich liebe.","Dat is, wat dat Lief Spaaß maken deit."
34385,"Tristano unterrichtete zunächst bei sich zu Hause und eröffnete später eine Schule in der 317 East 32nd Street, New York.","Tristano hett tonächst bi sück to Huus ünnerricht un hett later en School in de 317 East 32nd Street, New York apen maakt."
17415,"Maria sagte, sie habe etwas gefunden.","Ria sä, se harr wat funnen."
422,Er war direkt hinter mir.,He weer liek achter mi.
19610,1993 wurde das Gerichtsgebäude Nordstraße 10 als Einzeldenkmal unter Denkmalschutz gestellt.,1993 is dat Gerichtsgebüüd Noordstraat 10 as Enkelt Denkmal ünner Schuul stellt worrn.
7231,Was macht eure ältere Schwester gerade?,Wat maakt joon öllere Süster nu?
13044,Mein Onkel ist verärgert.,Mien Unkel is füünsch.
18781,Er schrieb zu dieser Zeit den ersten Roman zu Das fünfte Element.,To düsse Tiet hett he den eersten Roman to „The Fifth Element“ schrieven.
28755,1995 stand sie für Die Mediocren an der Seite von Jürgen Vogel erstmals in ihrer Heimat Deutschland vor der Kamera.,1995 stunn se för Die Mediocren an de Siet vun Jürgen Vagel eerstmals in hör Heimat Düütsland vör de Kamera.
30492,"Anfang 1992 wurde die DVU bei der Landtagswahl in Schleswig-Holstein mit 6,3 % drittstärkste Partei.","Anfang 1992 is de DVU bi de Landdagswahlen in Sleswig-Holsteen mit 6,3 % drüttstarkste Partei worrn."
13971,Ihr solltet mehr essen.,Ji schullen mehr eten.
14285,"Bis auf die Kleider, die er am Körper trägt, besitzt er nichts.","Afsehn vun de Kledaasch, de he an ’n Lief driggt, hett he gornix."
14791,"Im Kofferraum liegen eine sehr feste Schnur, ein Knebel und eine mit Blut beschmierte Säge.","In ’n Koffer legen önnig fast Sacksband, en Knevel un en mit Bloot besmeert Saag."
18372,Dessen klassizistischen Stil entwickelte er durch die Nutzung von Elementen der Renaissance in seinen Entwürfen weiter.,De sien klassizistischen Stil hett he dör de Nutzung vun Elementen ut de Renaissance in sien Entwürfen wieder entwkelt.
18871,"Zum nachfolgenden Salon 1861 reichte Manet zwei Gemälde ein, die beide von der Jury angenommen wurden.","To de nahfolgend Salon 1861 hett Manet twee Gemälde inreicht, de beid vun de Jury op wurrn."
37520,2010 wurde er mit der Heinrich-Heine-Gastprofessur der Heinrich-Heine-Universität Düsseldorf geehrt.,2010 is he mit de Heinrich-Heine-Gastprofessur vun de Heinrich-Heine-Universität Düsseldörp ehrt worrn.
5885,Meine Mutter ist älter als mein Vater.,Mien Moder is öller as mien Vadder.
16441,Kim ist vier Jahre älter als ich.,Kim is veer Jahr öller as ik.
43852,Der Sitz der Verwaltung ist in Silkeborg.,De Sitt vun de Verwalten is in Silkeborg.
1881,Wofür steht PTA?,Wo steiht PTA för?
14252,Er ist dein Sohn.,He is dien Söhn.
16590,Wie viele Stunden haben Sie in dieser Woche gearbeitet?,Woveel Stünnen hebbt Se düsse Week arbeidt?
23883,1928: In Berlin findet die Uraufführung der Dreigroschenoper im Theater am Schiffbauerdamm statt.,1928: In Berlin warrt de Dreigroschenoper in’n Theater am Schiffbauerdamm ooropföhrt.
22070,Ende der 1950er Jahre hatte er mit Teddy Charles die Gruppe Jazz Four.,Enn' vun de 1950er Johren harr he mit Teddy Charles de Grupp Jazz Four.
4909,"Er ist weggegangen, um zu essen.",He is weggahn üm to eten.
29485,"Bei den Olympischen Winterspielen 1956 war statt des Biathlon noch der Militärpatrouillenlauf ausgetragen worden, ein reiner Mannschaftswettbewerb.",Bi de Olympisch Winterspelen 1956 weer statt Biathlon noch de Militärpatrouillenloop utdragen wurrn.
8561,Wir sind morgens um vier Uhr aufgestanden.,Wi sünd morgens Klock veer opkamen.
8858,Ich habe dich vorgestern in dem Stripclub gesehen.,Ik heff di ehrgüstern in ’n Stripclub sehn.
10439,Magdalena und Ania sind beide aus Polen.,Magdalena un Ania sünd all beid ut Polen.
392,Mein Bruder mag Horrorfilme.,Mien Broder mag Horrorfilms.
2249,Er begann ein neues Leben.,He füng en nich Leven an.
27329,Für Wimbledon erhielt Petković vom Veranstalter eine Wildcard.,För Wimbledon kreeg Petković vun den Veranstalter en Wildcard.
1050,Er hat das Buch noch nicht gelesen.,He hett dat Book noch nich leest.
7676,"Er kann nicht einmal Kinderlieder singen, von Opern ganz zu schweigen.","He kann nich mal Kinnerleder singen, vun Opern wüllt wi swiegen."
5704,Lösch das Feuer!,Do dat Füer ut!
17107,Kann deine Frau etwas Deutsch?,Kann dien Fro en beten Düütsch?
5192,"Man zieht sich nicht eher aus, als man zu Bett geht.","Man tütt si nich eier ut, bes man naon Bedde geten."
9161,Mache das nicht.,Do dat nich.
27754,Barry Marshall ist verheiratet mit Frau Adrienne und hat vier Kinder.,Barry Marshall is verheiratet mit Fro Adrienne un hett veer Kinner.
41002,In seiner Jugend war Graves ein talentierter Sportler und Saxophonist.,In sien Jöögd weer Graves en talenteert Sportler un Saxophonist.
4043,"Nein, ich habe nicht geholfen.","Nee, ik heff nich hulpen."
31582,Zwischen 1995 und 1998 dockte insgesamt neunmal eine Raumfähre an der Station an.,Tüschen 1995 un 1998 hett de Ruumfähr insgesamt negen Maal an de Ruumstatschoon anleggt.
8327,Er hat sein Zimmer sauber gemacht.,He hett sien Kamer reinmaakt.
3879,Er singt gern.,He singt geern.
12722,"Ich gab dem Bettler alles Geld, was ich hatte.","Ik heff den Pracher allens Geld geven, wat ik harr."
24032,"Sie erreichte bundesweit 0,8 Prozent der Stimmen, in Hamburg 4,2 Prozent.","Se kreeg bundswiet 0,8 % vun de Stimmen, in Hamborg 4,2 %."
8867,Die Wunde an dem Arm hinterließ eine Narbe.,De Wunn in ’n Arm hett en Noor trügglaten.
14711,Die Stiefel der Soldaten blieben im Schlamm stecken.,De Steveln vun ’n Soldaten bleven in ’n Mudd steken.
2757,Ich wohne hier.,Ik leef hier.
26595,In der Praxis sind diese drei Spannungstypen stets miteinander verbunden.,In de Praxis wiest sik düsse dree Typen vun Spannung ümmer mitenanner verbunnen.
38381,1948 nahm er auch ein Stück als Mitglied des Bop-orientierten Benny Goodman Septetts auf („Stealin' Apples“).,1948 nehm he ok en Stück as Liddmaat vun dat Bop-orienteert Benny Goodman Septett op („Stealin' Apples“).
31839,"Nach West Point war Peterson als Pilotenausbilder, Kernwaffenspezialist und Kampfpilot bei der United States Air Force tätig.","Nah West Point weer Peterson as Pilotenutbiller, Karnwappenspezialist un Kamppilot bi de United States Air Force tätig."
21216,"2006 tauchte die Show auch in Deutschland bei RTL II wieder auf, wurde aber nach 69 Folgen wieder aus dem Programm genommen.","2006 is de Show ok in Düütsland wedder op RTL 2 sennt worrn, weer aver noch 69 Folgen wedder ut dat Programm nahmen."
6661,Er mag keinen Fisch.,He mag keen Fisch.
13108,Vertraue mir!,Vertroo mi!
41427,Ende der 1960er Jahre hatte er ein eigenes Quartett mit Budd Johnson.,Enn' vun de 1960er Johren harr he en egen Quartett mit Budd Johnson.
1421,Das klingt sehr interessant.,Dat klingt heel intressant.
432,Er steckte den Schlüssel ins Schloss.,He deed den Slötel in ’t Slott steken.
5318,In der Zitrone ist Zitronensäure drin.,In de Zitroon is Zitronensüür in.
1364,Ich schleiche mich ins Haus.,Ik sliek mi in dat Huus.
13666,Wer spielt am besten Orgel?,’Keen speelt opbest Orgel?
12234,Er ist wie ein Frosch in einem Brunnen.,He is as en Pogg in en Pütt.
1167,Er kann gut kochen.,He kann goot kaken.
1608,Lass das Essen nicht anbrennen.,Laat dat Eten nich anbrennen.
10874,Ich habe heute Morgen richtig Appetit.,Ik heff vonmorgen deegt Aptiet.
9554,Was für eine seltsame Idee!,Wat för en snaaksche Idee.
6195,Tom mag keine Haustiere.,Tom mag keen Huusdeerten.
34792,Im Herbst 1826 kam es hier zur ersten Aufführung der Sommernachtstraum-Ouvertüre.,In' Harvst 1826 keem dat hier to de Eerstupführen vun de Sommernachtstraum-Ouvertüre.
37187,Hallwachs setzte die hertzschen Untersuchungen 1887 fort.,Hallwachs hett de hertzschen Ünnersöken 1887 fortsett.
12820,Ich habe langsam Hunger.,Ik heff bilütten Hunger.
39902,Der Name Xhosa kommt von einem legendären Häuptling.,De Naam Xhosa is afledd vun en legendären Hööftling.
28137,Sie ist die Muse der Erinnerung.,Mneme is de Muse vun dat Besinnen.
3109,Ich habe weder Zeit noch Geld.,Ik heff keen Tied un keen Geld.
40543,"In den 1960er Jahren arbeitete von Brandenstein als Kulissenmalerin, Requisiteurin und Schneiderin am Theater.","In de 1960er Johren hett vun Brandenstein as Kulissenmalersche, Requisiteursche un Sniedersche an’t Theater arbeit."
3818,"Eine Glatze zu haben, hat wenigstens einen Vorteil - man spart viel Shampoo.",En Platt hebben hett tominnst een Vördeel - een spoort veel Schampoo.
12577,Ich brauche Freunde.,Ik bruuk Frünnen.
42192,1960 wurde der Mount Everest erstmals von tibetischer Seite aus (Nordostgrat) durch eine chinesische Expedition bestiegen.,1960 wurr de Mount Everest eerstmals vun tibetisch Siet ut (Nordostgrat) dör en chineesch Expeditschoon besteegen.
40180,Die Botschaft befindet sich in Kairo.,De Sitt vun de Verwalten is in Cairo.
6962,Inge hat einen dicken Hintern.,Inge hett en dken Moors.
35526,Armee berufen.,Armee ünnerstellt.
24322,Ab 1987 war er Moderator bei Radio Schleswig-Holstein (R.SH).,Af 1987 weer he Moderator bi Radio Sleswig-Holstein (R.SH).
32431,Schatalow ist heute der älteste noch lebende Kosmonaut.,Schatalow is hüüd de öldst noch leven Kosmonaut.
14491,Sie hielt meinen Arm kräftig fest.,Se höll mien Arm stevig fast.
8519,Letzte Nacht kam er spät nach Hause.,Vergangen Nacht keem he laat na Huus.
27433,Bekannt wurden vor allem seine Arbeiten zu Urteilsheuristiken und kognitiven Verzerrungen.,Bekannt wurrn vör alleen sien Arbeiten to Oordeelsheuristiken un kognitiven Verzerrungen.
34986,Drei Monate später war Stobbe Parlamentarischer Geschäftsführer der SPD-Fraktion und ab dem Jahr 1970 deren stellvertretender Vorsitzender.,Dree Maand later weer Stobbe Parlamentarisch Geschäftsführer vun de SPD-Fraktschoon un af 1970 deren stellvertreden Vörsitter.
40580,"Ihre größten Erfolge feierte sie in den dreißiger Jahren, als sie in den Endspielen von Wimbledon, French Open und Forest Hills stand.","Hör gröttste Erfolge kunn se in de 1930er Johren fiern, as se in de Endspelen vun Wimbledon, French Open un Forest Hills stunn."
44207,Bis 1918 schlug er sich mit kleinen Jobs und ersten Auftritten als Musiker im Rotlichtmilieu der Stadt durch.,Bit 1918 hett he sück mit lütt Jobs un eerste Op as Musiker in’t Rootluchtmilieu vun New Orleans dörslaan.
27214,Haroche ist bekannt für die experimentelle Beobachtung der Dekohärenz in der Quantenmechanik.,Haroche is bekannt för de Beobachten vun de Dekohärenz in de Quantenmechanik dör experimentelle Beobachtungen.
3963,Ich habe Magenschmerzen nach dem Essen.,Ik heff Maagpien na ’t Eten.
6457,"Vergiss nicht, die Türe zu schließen.","Vergeet nich, de Döör dichttomaken."
20112,Heute lebt er in einem Schloss in der Toskana (Italien).,Hüüd leevt he in en Slott in de Toskana (Italien).
15477,Mit jedem verbrannten Buch wird die Welt ein bisschen heller.,Mit elk verbrennt Book warrt de Welt en beten heller.
29854,"Er ist mit Clio Maria Bittoni verheiratet, mit der er zwei Söhne hat.","He is mit Clio Maria Bittoni verheiraadt, mit de he twee Söhns hett."
34826,Während dieser Zeit wuchs seine Begeisterung für Literatur.,In düsse Tied wöss siene Begeisterung för de Literatur.
7285,Ich habe sie vor zwei Jahren irgendwo gesehen.,Ik heff ehr vör twee Jahr jichtens sehn.
3904,Wie alt ist dieser Zoo?,Wo oolt is düsse Zoo?
12239,Ich werde euch die Daumen drücken.,Ik drück jo de Dumen.
2654,Zu Ostern blühen die Kirschbäume.,To Paosken blaiet de Kiäsenbäume.
24800,Zwischen 1955 und 1960 bestritt Davies 16 Begegnungen für die britische Davis-Cup-Mannschaft.,Tüschen 1955 un 1960 hett Davies 16 Begegnungen för de britisch Davis-Cup-Mannschap bestreeden.
38712,Trotz einer guten Leistung Oberhofers konnte sie dieses Niveau nicht gegen die die starken Schlussläuferinnen der Spitzennationen halten.,Trotz en goot Leistung vun Oberhofer kunn se dit Niveau aver gegen de starken Slusslöperinnen vun de Topnatschonen nich hollen.
10073,Die Kinder sollten nach draußen gehen und spielen.,De Kinner schullen na buten gahn un spelen.
8557,Schaue dir diesen hohen Berg an.,Kiek di dissen hogen Barg an.
5908,Ich habe nach einer Antwort auf deine Frage gesucht.,Ik heff na en Antwoord op dien Fraag söcht.
19251,1985 war er 17 Tage lang Interimspräsident von Uruguay.,1985 weer he 17 Daag lang Interimspräsident vun Uruguay.
10193,Ist deine Mutter daheim?,Is dien Moder tohuus?
4479,Das Buch ist weiß.,Dat Book is witt.
21266,"Grant konnte seine Erfolge im September und Oktober 1862 fortsetzen, als er die Schlachten bei Yuka und Corinth gewann.","Grant kunn sien Erfolge in' September un Oktober 1862 fortsetten, as he de Slachten bi Yuka un Corinth wunnern."
17553,Auch diesen Krieg verlor Lucius.,Ok dissen Krieg hett Lucius verloren.
44139,Der Theaterraum selbst ist in gediegenem Rot und Gold gehalten.,De Theaterruum sülvs is in Rood un Gold hollen.
11478,Andy hängte sein Hemd in den Schrank.,Andy hett sien Hemd in ’t Schapp hängt.
12001,Das junge Mädchen schwieg.,De junge Deern sweeg.
41883,"Ende Juli plante Goerdeler eine ausgedehnte Südamerika-Reise, zog es dann aber vor, zunächst nach Paris zu fahren.","Enn' Juli hett Goerdeler en utdehnt Südamerika-Reis plaant, truck dat denn aver doch vör, tonächst nah Paris to föhren."
28676,Anschließend arbeitete er als Testpilot und Pilotenausbilder für die Navy.,Ansluutend hett he as Testpilot un Pilotenutbilder för de Navy arbeit.
4840,Sie kaufen Gemüse im Supermarkt.,Se kööpt Grööntüüg in ’n Supermarkt.
24265,1974 erhielt er die Ehrendoktorwürde von der Oklahoma Baptist University.,1974 kreeg he de Ehrendokterwürde vun de Oklahoma Baptist University.
11028,Ich habe Süßigkeiten für die Kinder dabei.,Ik heff Snökerkraam för de Kinner mit.
23890,"In Paris stellte er eine Formation für eine Tournee nach London und Brüssel zusammen, zu der Clarke und James Moody gehörten.","In Paris stellt he en Formation för en Tournee nah London un Brüssel zosommen, to de Clarke un James Moody hörrn."
5800,John hat immer versucht sich ein Beispiel an Lincoln zu nehmen.,"John hett ümmer versöcht, sik en Bispeel an Lincoln to nehmen."
6740,Vergesst euer Geld nicht.,Dat ji joon Geld man nich vergeet.
23223,Die Pixies sind eine Independent-Band aus Boston (USA).,De Pixies sünd en Independent-Band ut Boston (Vereenigte Staten vun Amerika).
45057,Die DVU war mit Abgeordneten in verschiedenen Landesparlamenten in der Opposition vertreten.,De DVU weer unis in verscheden Landsparlamenten in de Oppositschoon.
14344,Ich bin auf den Markt gegangen.,Ik bün na ’n Markt gahn.
25466,Von der Bezeichnung der Indianer stammt die Benennung der größten Stadt des Bundesstaates Kansas.,Vun de Beteknung vun de Indianer stammt ok de Benennung vun de gröttste Stadt in de Bundsstaat Kansas.
4930,Das hat ihn seine Arbeit gekostet.,Dat hett em sien Arbeit köst.
3496,Du hast zwei Bücher.,Du hest twee Böker.
18315,Aufgrund der Kinderkrankheit Mumps konnte er an den Winterspielen 1992 in Albertville nicht teilnehmen.,Wegen de Kinnerkrankheit Mumps kunn he nich an de Winterspelen 1992 in Albertville deelnehmen.
17082,Tom hat sie noch mal geküsst.,Tom hett se noch mal küßt.
9988,Ich brauche Hilfe.,Ik bruuk Help.
3826,Er ist gestern gestorben.,He is güstern doodbleven.
4,Ich werde bald zurück sein.,Ik will bald trügg wesen.
2419,Du musst es selber machen.,Du musst dat sülvs doon.
15322,Ich habe den Beruf meines Vaters übernommen.,Ik heff mien Vadder sien Arbeit övernahmen.
1418,Der König ist heute Morgen jagen gegangen.,De König is vonmorgen jagen gahn.
16755,Hast du einen Vogel?,Hest du enen Vågel?
7229,Er wohnt nicht in Sendai.,He wahnt nich in Sendai.
10913,Für Geld tut er alles.,För Geld deit he allens.
14809,Das Hündchen schaute sie so traurig an.,De lütt Hund keek ehr so trurig an.
5289,Ich bevorzuge Kaffee.,Ik trecken Kaffe vör.
15423,"Du musst nichts weiter tun, als deinen Führerschein zu machen.","Allens wat du bruukst, is en Föhrerschien to maken."
3719,Auf seiner Stirn bildete sich eine Schweißperle.,Op sien Vörkopp deden sik Sweetdruppens billen.
81,Hast du mich vermisst?,Hest du mi vermisst?
32218,1996 und 2000 nahm sie an den Olympischen Spielen teil.,1996 alldaags 2000 hett he an de Olympisch Spelen deelnommen.
